,0,9,19,38
0,1.0,0.0,0.0,0.0
1,0.0002000400080016002,0.9997999599919984,0.0,0.0
2,0.3336667333466673,0.30006001200240023,0.15503100620123994,0.2112422484496896
3,0.254050810162032,0.34286857371474233,0.18163632726545287,0.22144428885777095
4,0.2194438887777552,0.3510702140428075,0.13462692538507665,0.29485897179435766
5,0.1524304860972186,0.3828765753150625,0.06921384276855368,0.3954790958191631
6,0.18823764752950484,0.3748749749949986,0.10222044408881724,0.33466693338667675
7,0.3166633326665328,0.3010602120424081,0.09341868373674722,0.2888577715543096
8,0.0,0.0008001600320063994,0.0,0.9991998399679936
9,0.0,1.0,0.0,0.0
10,0.05241048209641913,0.45629125825164996,0.0642128425685133,0.4270854170834156
11,1.0,0.0,0.0,0.0
12,0.0002000400080016002,0.9997999599919984,0.0,0.0
13,0.11602320464092797,0.37247449489897894,0.09681936387277439,0.4146829365873162
14,0.0,0.0,1.0,0.0
15,0.2832566513302648,0.17203440688137608,0.38467693538707676,0.16003200640127982
16,0.0,0.0,1.0,0.0
17,0.18803760752150353,0.312862572514503,0.23804760952190387,0.2610522104420881
18,0.2772554510902183,0.1556311262252446,0.42388477695539023,0.14322864572914587
19,0.0,0.0,1.0,0.0
20,0.3064612922584509,0.10402080416083145,0.3874774954991,0.202040408081616
21,0.0,0.0,1.0,0.0
22,1.0,0.0,0.0,0.0
23,0.3330666133226644,0.2862572514502889,0.23724744948989698,0.14342868573714726
24,0.3168633726745342,0.19863972794558826,0.2530506101220234,0.23144628925785152
25,0.3584716943388669,0.20884176835367013,0.27305461092218414,0.1596319263852764
26,0.0,0.0,1.0,0.0
27,0.3556711342268438,0.26225245049009704,0.2274454890978192,0.15463092618523702
28,1.0,0.0,0.0,0.0
29,0.3332666533306658,0.2898579715943175,0.16443288657731497,0.21244248849769903
30,1.0,0.0,0.0,0.0
31,0.3612722544508898,0.36887377475494965,0.1564312862572507,0.11342268453690682
32,0.2928585717143425,0.23404680936187133,0.21904380876175178,0.2540508101620307
33,1.0,0.0,0.0,0.0
34,0.2658531706341272,0.35607121424284893,0.10182036407281439,0.27625525105021065
35,0.0,0.0,1.0,0.0
36,0.25705141028205586,0.19423884776955372,0.3880776155231029,0.1606321264252849
37,0.277255451090218,0.15103020604120773,0.4228845769153822,0.14882976595319053
38,0.0,0.0,0.0,1.0
39,0.28085617123424655,0.10162032406481264,0.37027405481096126,0.24724944988997782
40,1.0,0.0,0.0,0.0
