,0,9,19,38
0,1.0,0.0,0.0,0.0
1,0.35427085417083365,0.2432486497299456,0.13602720544108757,0.2664532906581316
2,0.2956591318263634,0.24064812962592436,0.2256451290258046,0.23804760952190435
3,0.2812562512502495,0.2674534906981397,0.2576515303060605,0.19363872774554908
4,0.37047409481896415,0.2708541708341662,0.1970394078815754,0.16163232646529238
5,0.28245649129825984,0.26965393078615657,0.1992398479695934,0.24864972994598905
6,0.31566313262652435,0.20464092818563712,0.2504500900180035,0.22924584916983312
7,0.2580516103220638,0.29105821164232704,0.22964592918583648,0.22124424884976973
8,0.29765953190637956,0.27085417083416635,0.21584316863372588,0.21564312862572527
9,0.0,1.0,0.0,0.0
10,0.2870574114822953,0.19363872774554847,0.22764552910582064,0.2916583316663327
11,0.3302660532106421,0.20644128825765062,0.27545509101820237,0.18783756751350258
12,0.304060812162431,0.2444488897779552,0.21644328865773124,0.23504700940187975
13,0.2980596119223847,0.2164432886577311,0.21424284856971298,0.2712542508501692
14,0.316663332666532,0.234046809361872,0.2538507701540304,0.19543908781756303
15,0.31046209241848227,0.22244448889777868,0.22664532906581264,0.2404480896179224
16,0.29845969193838734,0.2132426485297055,0.3158631726345257,0.1724344868973789
17,0.2948589717943581,0.23104620924184752,0.20264052810562005,0.2714542908581705
18,0.289057811562312,0.23104620924184835,0.2526505301060204,0.227245449089818
19,0.0,0.0,1.0,0.0
20,0.266053210642129,0.26425285057011416,0.2972594518903766,0.17243448689737934
21,0.24844968993798658,0.3232646529305851,0.186637327465492,0.24164832966593386
22,0.27885577115423044,0.22344468893778732,0.3022604520904188,0.19543908781756242
23,0.28445689137827485,0.2230446089217842,0.25505101020203935,0.23744748949789896
24,0.31186237247449367,0.2646529305861159,0.1904380876175234,0.23304660932186386
25,0.28965793158631753,0.23224644928985766,0.2400480096019196,0.23804760952190354
26,0.3464692938587717,0.20504100820163942,0.23524704940988156,0.21324264852970554
27,0.3008601720344062,0.2900580116023197,0.18683736747349386,0.2222444488897771
28,0.3312662532506496,0.22264452890578057,0.255851170234046,0.19023804760952148
29,0.35427085417083326,0.2266453290658131,0.2128425685137019,0.2062412482496489
30,0.27005401080216024,0.285057011402279,0.19463892778555625,0.2502500500100022
31,0.2904580916183229,0.2548509701940378,0.2312462492498488,0.22344468893778735
32,0.27725545109021793,0.21324264852970548,0.24304860972194375,0.2664532906581313
33,0.26885377075415035,0.28905781156231264,0.2162432486497294,0.22584516903380603
34,0.28185637127425395,0.1984396879375877,0.2552510502100407,0.26445289057811466
35,0.26565313062612456,0.18543708741748333,0.3394678935787151,0.20944188837767547
36,0.3220644128825766,0.253250650130025,0.22124424884976962,0.2034406881376269
37,0.35187037407481475,0.24304860972194386,0.19423884776955355,0.21084216843368594
38,0.0,0.0,0.0,1.0
39,0.30286057211442236,0.28265653130626006,0.16703340668133626,0.24744948989797974
40,0.35247049409881864,0.28105621124224717,0.1600320064012805,0.2064412882576504
