,0,9,19,38
0,1.0,0.0,0.0,0.0
1,0.0002000400080016002,0.9997999599919984,0.0,0.0
2,0.0002000400080016002,0.9997999599919984,0.0,0.0
3,0.0002000400080016002,0.9997999599919984,0.0,0.0
4,0.0002000400080016002,0.9997999599919984,0.0,0.0
5,0.9993998799759952,0.0004000800160032004,0.0,0.0002000400080016002
6,0.0002000400080016002,0.9997999599919984,0.0,0.0
7,0.9993998799759952,0.0004000800160032004,0.0,0.0002000400080016002
8,0.25325065013002657,0.0008001600320063999,0.33186637327465296,0.41408281656331136
9,0.0,1.0,0.0,0.0
10,0.1364272854570908,0.001200240048009598,0.3496699339867962,0.5127025405080992
11,0.0002000400080016002,0.9997999599919984,0.0,0.0
12,0.367273454690938,0.00020004000800160002,0.35927185437087394,0.27325465093018686
13,0.0002000400080016002,0.9997999599919984,0.0,0.0
14,0.2854570914182837,0.0004000800160031997,0.38067613522704574,0.333466693338666
15,0.25105021004200817,0.00040008001600320004,0.4838967793558707,0.26465293058611644
16,0.38247649529905897,0.00020004000800160002,0.3428685737147429,0.2744548909781945
17,0.0,0.9997999599919984,0.0002000400080016002,0.0
18,0.3320664132826558,0.00020004000800160002,0.43028605721144236,0.23744748949789898
19,0.0,0.0,1.0,0.0
20,0.3376675335067009,0.000800160032006398,0.3858771754350857,0.2756551310262045
21,0.0,0.0,1.0,0.0
22,1.0,0.0,0.0,0.0
23,0.42268453690738006,0.00020004000800159986,0.336867373474695,0.24024804960992158
24,0.3292658531706342,0.00040008001600320026,0.35267053410681987,0.31766353270653985
25,0.32146429285857103,0.00040008001600319896,0.4018803760752134,0.27625525105020965
26,0.3944788957791547,0.0008001600320063989,0.3574714942988593,0.24724944988997696
27,0.319663932786557,0.00020004000800159997,0.48669733946789373,0.19343868773754697
28,1.0,0.0,0.0,0.0
29,0.0002000400080016002,0.9997999599919984,0.0,0.0
30,0.0002000400080016002,0.9997999599919984,0.0,0.0
31,0.0002000400080016002,0.9997999599919984,0.0,0.0
32,0.0002000400080016002,0.9997999599919984,0.0,0.0
33,0.004200840168033607,0.992998599719944,0.0014002800560111962,0.0014002800560111953
34,0.0002000400080016002,0.9997999599919984,0.0,0.0
35,0.3396679335867164,0.0,0.4410882176435288,0.21924384876975384
36,0.0,0.0,1.0,0.0
37,0.0,0.0,1.0,0.0
38,0.0,0.0,0.0,1.0
39,0.3818763752750542,0.0,0.39107821564312656,0.2270454090818159
40,1.0,0.0,0.0,0.0
