,0
0,1706736.9219911452
1,250692.7363141151
2,116162.00771794887
3,292710.62896133284
4,173261.13833167846
5,445387.0721361161
6,324477.67163679947
7,75217.31780860934
8,137853.6834855728
9,805434.6273895438
10,301498.79724643857
11,200366.74801052
12,249585.6637868532
13,244244.71762524662
14,518215.5240094139
15,478194.2841295914
16,54545.880634268746
17,429965.7023307631
18,229181.2413133874
19,224540.22485713742
20,218281.3731524523
21,190158.07404814323
22,130782.03614310478
23,385700.5092879849
24,318721.8182008463
25,280920.3542289438
26,141051.08217911713
27,677750.5828895447
28,91405.24284821772
29,170971.2896691917
30,149276.1033274918
31,301111.55860486045
32,199899.91568573774
33,126380.15722181776
34,347911.745981587
35,48489.2711365202
36,452830.98692616983
37,161565.05581086373
38,642369.2719834865
39,163548.99852765026
40,300244.85468138906
41,202500.26580923214
42,368257.8130251154
43,194160.90474102867
44,776716.0696758662
45,301487.9543433287
46,287029.0249598876
47,317726.4020818458
48,87038.0823001829
49,230665.8489422216
50,359592.7951980266
51,97564.64151133492
52,289708.1769174463
53,558173.8532518344
54,451776.3658122956
55,364487.60452280904
56,356052.6947897335
57,362948.4922723657
58,299849.9712909956
59,238124.66353022598
60,387584.75444409356
61,519451.39712374425
62,466421.9438525081
63,687156.928196773
64,331414.764207075
65,455331.9281319637
66,260836.26144639752
67,233794.14463216974
68,272180.94056581066
69,265283.22746100114
70,533149.4431177732
71,173338.70193580585
72,86000.67131456477
73,740150.1422636884
74,458111.8231779388
75,273517.8315061226
76,50534.79390341928
77,413005.8546004653
78,205756.024789828
79,552580.0999219958
80,117804.08253579389
81,290266.38378203555
82,183154.04393985064
83,141055.52606546576
84,427945.07699390827
85,95729.02255283331
86,330288.2406894276
87,336619.44386055786
88,284912.7265622625
89,90773.13606312755
90,155755.67800916894
91,359006.18141573085
92,263817.00166988745
93,113150.72959241038
94,164051.06485436915
95,447779.7398444491
96,1101700.4660447664
97,762412.8781621385
98,375664.30599611707
99,482315.96244820417
100,337564.51955946384
101,404640.09161821124
102,50237.2156489715
103,582381.7906958787
104,158750.0262337313
105,116596.88410309574
106,254380.4666328585
107,229488.8479497434
108,209853.9809619052
109,216191.53758649703
110,361939.0702147271
111,323965.94617973967
112,420573.73988160805
113,389545.4159644786
114,218160.15000300738
115,140103.0887108459
116,115541.89730853413
117,343203.48842525796
118,457575.9031197347
119,399153.4433018279
120,199060.07471664972
121,228961.5272387046
122,81463.34454770037
123,313503.6890060911
124,75009.12677299615
125,361474.4995633967
126,286391.38081617386
127,260304.99793586542
128,421873.51429438766
129,465541.76226834254
130,161822.71254394168
131,406449.93267443485
132,72755.58451654308
133,55174.270097128116
134,295192.2279489038
135,101265.04177017568
136,175404.69928606856
137,295232.5087296502
138,522251.22181172646
139,668929.8655709185
140,265384.5089338635
141,186263.05801691173
142,274505.37530960015
143,178540.11040333682
144,603451.5105484878
145,134612.62104203354
146,321478.50847414474
147,432878.89325355296
148,349711.500776691
149,151738.13248157827
150,294463.3805174312
151,251472.04250657384
152,220840.01057251636
153,284980.66078977124
154,170444.18451473163
155,448724.9561708912
156,270439.9824235174
157,179941.21718429693
158,312627.11147888517
159,479373.09520625835
160,245983.12095005345
161,225889.7308532613
162,145810.06543461885
163,494752.1211135391
164,104777.10598800529
165,322696.8000045578
166,250930.07688210218
167,128199.10705932276
168,203729.23027542082
169,331534.21465922636
170,260937.48251008138
171,247787.36220296076
172,291239.0279725065
173,470060.21476653893
174,107929.2631897569
175,173030.78700553952
176,475884.5772206085
177,119224.96611258562
178,124112.24810336588
179,168732.66209274833
180,100953.42208264396
181,106976.54526475468
182,247978.6887413502
183,378573.2563478553
184,169939.02540876227
185,138235.91786933132
186,224786.68161539885
187,239693.74748407293
188,114656.67308624135
189,787720.6557865909
190,363330.73842999944
191,70456.93573701172
192,292729.0377588887
193,251448.33228382445
194,342144.1184738801
195,203883.64112122357
196,129247.2084962629
197,301357.5812130987
198,58764.27933713095
199,196421.59695627273
200,107225.51843804482
201,50939.78969627153
202,592705.6671254076
203,312943.1365384187
204,242835.1777086649
205,176432.0431739746
206,264911.43127779395
207,332465.3335080759
208,331219.6960956722
209,239696.1227775365
210,148814.7161719991
211,110172.6287069415
212,208980.15757186606
213,274166.286088177
214,626845.4618659974
215,292583.0249272038
216,171723.1003881205
217,142902.09156080917
218,343600.5124077529
219,433347.7164334147
220,260958.62464485748
221,181281.21654436272
222,289309.36339866696
223,497488.2009522964
224,143684.80885243963
225,346477.2205496873
226,178642.30912383134
227,293778.52653901186
228,221858.32504378736
229,172424.17676569428
230,105925.16891934932
231,168238.45594654512
232,273467.8379567367
233,478299.531610935
234,300258.64895944134
235,136073.98190311075
236,93025.33715657052
237,367799.61379458325
238,454097.3237879239
239,357810.8303379124
240,190472.0255117031
241,215133.58036844677
242,245012.87243697
243,411450.96800654766
244,352844.9516130781
245,422399.31628751
246,162517.05113522464
247,471503.5499790133
248,138986.01584790437
249,77525.4554471412
250,75521.63711177488
251,315810.68765536847
252,62923.05973405356
253,315450.59563494136
254,227956.20030698983
255,235152.44854917063
256,415218.40712497395
257,339781.5278934741
258,58435.82835808932
259,209299.02791139216
260,74709.64043038117
261,38272.08856374759
262,395819.18931297574
263,275805.2716967509
264,32225.106593130855
265,740931.5093279443
266,351244.588404124
267,648205.8835819529
268,120961.24513084732
269,33985.27044407104
270,479589.43616681045
271,138491.33914626483
272,105754.93169716222
273,122650.39387410658
274,140853.16731025616
275,329662.76520390296
276,190629.64710992412
277,433335.98750330065
278,363856.9993307332
279,52089.72809267382
280,503970.6034529586
281,236859.52609136852
282,71059.20954706369
